0.557106	0.845224	0.120994	-1.18254	-0.153623	1.11593	1.5136	
0.557074	0.845224	0.120991	-1.18254	-0.153623	1.11593	1.5136	
0.557029	0.845224	0.120968	-1.18254	-0.153625	1.11593	1.51361	
0.556924	0.845224	0.120855	-1.18254	-0.153623	1.11593	1.5136	
0.556844	0.845224	0.12077	-1.18254	-0.153619	1.11593	1.5136	
0.556781	0.845224	0.120729	-1.18254	-0.153621	1.11593	1.5136	
0.556711	0.845224	0.120648	-1.18254	-0.153621	1.11593	1.5136	
0.556639	0.845224	0.120532	-1.18254	-0.153621	1.11593	1.5136	
0.55657	0.845224	0.120426	-1.18254	-0.153623	1.11593	1.5136	
0.55649	0.84522	0.120328	-1.18254	-0.153623	1.11593	1.5136	
0.556389	0.845212	0.120219	-1.18254	-0.153623	1.11593	1.5136	
0.556267	0.845196	0.120094	-1.18254	-0.153625	1.11593	1.5136	
0.556133	0.845177	0.119957	-1.18254	-0.153625	1.11593	1.5136	
0.555999	0.845158	0.119819	-1.18254	-0.153627	1.11593	1.5136	
0.555866	0.845144	0.11968	-1.18254	-0.153627	1.11593	1.5136	
0.555729	0.845134	0.119538	-1.18254	-0.153629	1.11593	1.5136	
0.555587	0.845127	0.119397	-1.18254	-0.153631	1.11593	1.5136	
0.555431	0.845119	0.119258	-1.18254	-0.153631	1.11593	1.5136	
0.555265	0.84511	0.119119	-1.18254	-0.153631	1.11593	1.5136	
0.55509	0.845103	0.118982	-1.18254	-0.153633	1.11593	1.5136	
0.554912	0.845095	0.118848	-1.18254	-0.153633	1.11593	1.5136	
0.554727	0.845084	0.118712	-1.18254	-0.153633	1.11593	1.5136	
0.55453	0.84507	0.118584	-1.18254	-0.153631	1.11593	1.5136	
0.554331	0.845058	0.118465	-1.18254	-0.153631	1.11593	1.5136	
0.554122	0.845049	0.118352	-1.18254	-0.153631	1.11593	1.5136	
0.553908	0.845044	0.11823	-1.18254	-0.153631	1.11593	1.5136	
0.553686	0.845039	0.118106	-1.18254	-0.153629	1.11593	1.5136	
0.553465	0.845033	0.117976	-1.18254	-0.153629	1.11593	1.5136	
0.553235	0.84502	0.117849	-1.18254	-0.153627	1.11593	1.5136	
0.552997	0.845001	0.117732	-1.18254	-0.153625	1.11593	1.5136	
0.55276	0.844975	0.117629	-1.18254	-0.153617	1.11593	1.5136	
0.552513	0.844948	0.117532	-1.18254	-0.153611	1.11593	1.5136	
0.552271	0.844919	0.117439	-1.18254	-0.153592	1.11593	1.5136	
0.552032	0.844886	0.117356	-1.18254	-0.153549	1.11593	1.5136	
0.551792	0.84485	0.117278	-1.18254	-0.153478	1.11593	1.5136	
0.551552	0.84481	0.117206	-1.18254	-0.153392	1.11593	1.5136	
0.551316	0.844765	0.117137	-1.18254	-0.153294	1.11593	1.5136	
0.551073	0.844714	0.117073	-1.18254	-0.153191	1.11593	1.5136	
0.550828	0.844654	0.117021	-1.18254	-0.153085	1.11593	1.5136	
0.550589	0.844597	0.116983	-1.18254	-0.152973	1.11593	1.5136	
0.550354	0.844538	0.116949	-1.18254	-0.15285	1.11593	1.5136	
0.550126	0.844474	0.116916	-1.18254	-0.152727	1.11593	1.5136	
0.549902	0.84441	0.116889	-1.18254	-0.152604	1.11593	1.5136	
0.549688	0.844345	0.116866	-1.18254	-0.152482	1.11593	1.5136	
0.549478	0.844272	0.116852	-1.18254	-0.152363	1.11593	1.5136	
0.549267	0.844199	0.116842	-1.18254	-0.152244	1.11593	1.5136	
0.54906	0.844122	0.116833	-1.18254	-0.152124	1.11593	1.5136	
0.548848	0.844048	0.116828	-1.18254	-0.151999	1.11593	1.5136	
0.548639	0.843973	0.116827	-1.18254	-0.15186	1.11593	1.5136	
0.548445	0.843902	0.116828	-1.18254	-0.1517	1.11593	1.5136	
0.54826	0.843828	0.116829	-1.18254	-0.151523	1.11593	1.5136	
0.54808	0.843757	0.116829	-1.18254	-0.151343	1.11593	1.5136	
0.547896	0.843679	0.116829	-1.18254	-0.151169	1.11593	1.5136	
0.547715	0.843605	0.11683	-1.18254	-0.151005	1.11593	1.5136	
0.547534	0.843528	0.11683	-1.18255	-0.15085	1.11593	1.5136	
0.547348	0.843456	0.116832	-1.18255	-0.150702	1.11593	1.5136	
0.547167	0.843391	0.116832	-1.18255	-0.150555	1.11593	1.5136	
0.546989	0.843334	0.116833	-1.18255	-0.150406	1.11593	1.5136	
0.546812	0.843281	0.116833	-1.18255	-0.150246	1.11593	1.5136	
0.546633	0.843234	0.116834	-1.18255	-0.15007	1.11593	1.5136	
0.546462	0.843183	0.116834	-1.18255	-0.149894	1.11593	1.5136	
0.546299	0.843137	0.116836	-1.18256	-0.149725	1.11593	1.5136	
0.546143	0.843089	0.116837	-1.18258	-0.14959	1.11593	1.5136	
0.545985	0.843046	0.116837	-1.1826	-0.149502	1.11593	1.5136	
0.545829	0.843005	0.116837	-1.18262	-0.149455	1.11593	1.5136	
0.545674	0.842973	0.116837	-1.18265	-0.14944	1.11593	1.5136	
0.545522	0.84295	0.116837	-1.18269	-0.149438	1.11593	1.5136	
0.545367	0.842933	0.116837	-1.18273	-0.149436	1.11593	1.5136	
0.545218	0.842922	0.116837	-1.18278	-0.149432	1.11593	1.5136	
0.54507	0.842917	0.116837	-1.18283	-0.149426	1.11593	1.5136	
0.544931	0.842912	0.116837	-1.18289	-0.149422	1.11593	1.5136	
0.544793	0.842908	0.116837	-1.18295	-0.149412	1.11593	1.5136	
