-0.558614	0.0234076	0.254071
-0.558614	0.0345926	0.254071
-0.559223	0.0778903	0.255288
-0.559289	0.078064	0.25542
-0.559355	0.0782329	0.255551
-0.559872	0.079414	0.256586
-0.560867	0.0809008	0.258577
-0.560928	0.0809563	0.258699
-0.560989	0.0810075	0.25882
-0.561473	0.0812641	0.259788
-0.562434	0.0809865	0.26171
-0.562494	0.0809352	0.26183
-0.562554	0.08088	0.261951
-0.562978	0.0803846	0.262799
-0.564036	0.0784107	0.264914
-0.5641	0.0782614	0.265042
-0.564164	0.0781085	0.26517
-0.564754	0.0765713	0.26635
-0.565799	0.0733793	0.26844
-0.565872	0.0731391	0.268586
-0.565945	0.0728955	0.268733
-0.56663	0.0705532	0.270101
-0.567879	0.0660613	0.2726
-0.567968	0.0657363	0.272778
-0.568058	0.0654082	0.272958
-0.568904	0.0623152	0.274651
-0.570494	0.0566173	0.27783
-0.570609	0.056214	0.278061
-0.570726	0.055808	0.278294
-0.571967	0.0515941	0.280776
-0.573977	0.0452518	0.284796
-0.574134	0.0447804	0.285111
-0.574294	0.0443066	0.285431
-0.575653	0.0404366	0.288148
-0.578876	0.0323329	0.294594
-0.579104	0.0318138	0.29505
-0.579335	0.0312935	0.295513
-0.581587	0.0265729	0.300016
-0.586151	0.0187033	0.309144
-0.586498	0.0181872	0.309838
-0.586851	0.017673	0.310545
-0.590325	0.0131716	0.317493
-0.597533	0.00660178	0.331908
-0.598089	0.00623052	0.33302
-0.598655	0.0058704	0.334152
-0.604264	0.00323956	0.34537
-0.616013	0.00262693	0.368869
-0.616919	0.00283231	0.370679
-0.61784	0.00307717	0.372522
-0.62688	0.00738615	0.390602
-0.644727	0.0267593	0.426296
-0.646006	0.0287931	0.428854
-0.64729	0.0309387	0.431423
-0.658781	0.0558083	0.454404
-0.673486	0.122082	0.483815
-0.674033	0.127537	0.484909
-0.674504	0.133093	0.48585
-0.674844	0.186091	0.48653
-0.658943	0.268448	0.454728
-0.657285	0.272911	0.451413
-0.655577	0.277201	0.447996
-0.639749	0.309491	0.41634
-0.616225	0.343216	0.369293
-0.614861	0.344781	0.366565
-0.613525	0.346279	0.363892
-0.602723	0.357239	0.342288
-0.589115	0.368677	0.315073
-0.588374	0.369243	0.313591
-0.587652	0.36979	0.312146
-0.581897	0.37402	0.300637
-0.574747	0.379124	0.286337
-0.574358	0.379404	0.285558
-0.573978	0.379678	0.284798
-0.571246	0.381681	0.279335
-0.567127	0.384907	0.271096
-0.566917	0.385082	0.270677
-0.566712	0.385255	0.270267
-0.566317	0.385591	0.269477
-0.562985	0.388732	0.262812
-0.56287	0.388854	0.262581
-0.562757	0.388975	0.262356
-0.561941	0.389888	0.260724
-0.560689	0.391473	0.25822
-0.560624	0.391563	0.258091
-0.560561	0.391652	0.257965
-0.560002	0.392485	0.256847
-0.559402	0.393508	0.255645
-0.559365	0.393575	0.255573
-0.55933	0.393641	0.255502
-0.559044	0.394209	0.254931
-0.558679	0.395042	0.254201
-0.558659	0.395093	0.254161
-0.558639	0.395143	0.254121
-0.558496	0.395528	0.253835
-0.558279	0.396207	0.253401
-0.558268	0.396246	0.253379
-0.558257	0.396284	0.253357
-0.558171	0.396613	0.253185
-0.558065	0.397097	0.252972
-0.558059	0.397126	0.252961
-0.558054	0.397156	0.25295
-0.55801	0.397407	0.252862
-0.558014	0.397774	0.252869
-0.55802	0.397796	0.252881
-0.558025	0.397818	0.252893
-0.558076	0.398007	0.252995
-0.558152	0.398286	0.253146
-0.558156	0.398303	0.253155
-0.558161	0.39832	0.253164
-0.5582	0.398465	0.253243
-0.558258	0.39868	0.253359
-0.558262	0.398693	0.253366
-0.558265	0.398706	0.253373
-0.558286	0.398782	0.253414
-0.55834	0.398984	0.253522
-0.558343	0.398994	0.253528
-0.558345	0.399004	0.253533
-0.558351	0.399024	0.253544
-0.558403	0.399217	0.253649
-0.558405	0.399225	0.253653
-0.558407	0.399233	0.253657
-0.558429	0.399313	0.2537
-0.558452	0.399397	0.253746
-0.558453	0.399403	0.253749
-0.558455	0.399409	0.253752
-0.558469	0.39946	0.25378
-0.558489	0.399536	0.253821
-0.55849	0.399541	0.253823
-0.558492	0.399545	0.253825
-0.558502	0.399584	0.253847
-0.558518	0.399643	0.253878
-0.558519	0.399646	0.25388
-0.55852	0.39965	0.253882
-0.558528	0.39968	0.253898
-0.55854	0.399725	0.253922
-0.558541	0.399728	0.253924
-0.558542	0.39973	0.253925
-0.558548	0.399754	0.253938
-0.558557	0.399788	0.253957
-0.558558	0.39979	0.253958
-0.558558	0.399792	0.253959
-0.558563	0.39981	0.253969
-0.55857	0.399837	0.253983
-0.558571	0.399838	0.253984
-0.558571	0.39984	0.253985
-0.558575	0.399852	0.253991
-0.55858	0.399874	0.254003
-0.558581	0.399876	0.254004
-0.558581	0.399877	0.254005
-0.558584	0.399889	0.254011
-0.558588	0.399903	0.254019
-0.558588	0.399904	0.254019
-0.558589	0.399905	0.25402
-0.558591	0.399913	0.254024
-0.558594	0.399925	0.254031
-0.558594	0.399926	0.254031
-0.558595	0.399927	0.254032
-0.558597	0.399934	0.254035
-0.558599	0.399943	0.25404
-0.558599	0.399943	0.25404
-0.558599	0.399944	0.254041
-0.5586	0.399949	0.254043
-0.558602	0.399956	0.254047
-0.558603	0.399956	0.254047
-0.558603	0.399957	0.254048
-0.558604	0.39996	0.25405
-0.558605	0.399966	0.254053
-0.558605	0.399966	0.254053
-0.558605	0.399967	0.254053
-0.558606	0.39997	0.254055
-0.558607	0.399974	0.254057
-0.558607	0.399974	0.254057
-0.558607	0.399974	0.254057
-0.558608	0.399976	0.254058
-0.558609	0.39998	0.25406
-0.558609	0.39998	0.25406
-0.558609	0.39998	0.25406
-0.558609	0.399982	0.254061
-0.55861	0.399984	0.254063
-0.55861	0.399985	0.254063
-0.55861	0.399985	0.254063
-0.558611	0.399986	0.254064
-0.558611	0.399988	0.254065
-0.558611	0.399988	0.254065
-0.558611	0.399988	0.254065
-0.558611	0.399989	0.254065
-0.558612	0.399991	0.254066
-0.558612	0.399991	0.254066
-0.558612	0.399991	0.254066
-0.558612	0.399993	0.254067
-0.558612	0.399993	0.254067
-0.558612	0.399993	0.254067
-0.558612	0.399993	0.254067
-0.558613	0.399994	0.254068
-0.558613	0.399995	0.254068
-0.558613	0.399995	0.254068
-0.558613	0.399995	0.254068
-0.558613	0.399995	0.254068
-0.558613	0.399996	0.254069
-0.558613	0.399996	0.254069
-0.558613	0.399996	0.254069
-0.558613	0.399996	0.254069
-0.558613	0.399997	0.254069
-0.558613	0.399997	0.254069
-0.558613	0.399997	0.254069
-0.558614	0.399997	0.254069
-0.558614	0.399998	0.25407
-0.558614	0.399998	0.25407
-0.558614	0.399998	0.25407
-0.558614	0.399998	0.25407
-0.558614	0.399998	0.25407
-0.558614	0.399998	0.25407
-0.558614	0.399998	0.25407
-0.558614	0.399998	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.25407
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.399999	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
-0.558614	0.4	0.254071
